tweetId;tweetText;tweetDate;sentimentLabel
288;wish ell was on or somebody ;13/01/2015;0
289;ish in a good mood tlk to me ;23/07/2015;1
290;i think i'm going to go 3 a long driv then when i get to the pac oc op my car door and throw my pc in the oc ;08/07/2015;0
291;what the hel bbc ;15/06/2015;0
292;#canucks ;03/02/2015;0
293;i dont lik thi weekend huhuhu   ;15/11/2015;0
294;i'll get on it right away ;28/06/2015;0
295; j  a mad nic twic for now  ;08/03/2015;1
296;lov lif atm it bril xd ;05/08/2015;1
297;who els is in a happy mood d ;31/05/2015;1
298;bye everyon ;09/09/2015;1
299;lon night ;25/04/2015;0
300;blu doe not work ;04/04/2015;0
301;geez i'm feel their pain ;07/03/2015;0
302;i miss my summertim daley ;30/10/2015;0
303;on the comput        il lol no fuckin goin to portug ;04/02/2015;0
304;so far so good ;15/01/2015;1
305;today was a gre day ;02/06/2015;1
306;ughhhhhhhhhhhhhhhhhhhhhhhhhhhhh ;05/03/2015;0
307;#battleground ;21/07/2015;0
308;a lot a lot a lot a lot a lot a lot a lot a lot a lot a lot a lot a lot ;29/09/2015;1
309;awwwwwh i want aid dav 2 win i him so bum he didnt ;14/10/2015;0
310;curtain drop at the crown uptown aft 32 ye httpwwwkansascomnewsfeaturedstory860875html ;02/01/2015;0
311;eh must leav new mexico and soon ;18/05/2015;0
312;fail math i knew it i was just too slow ;30/05/2015;0
313;from gongw oh report sound lik lead stil consid libr cut not consid tax increas #saveohiolibraries ;09/07/2015;0
314;fuck sak why can thing nev work out for me ;12/05/2015;0
316;hop to see my baby girl ;27/08/2015;0
317;i don't ev know ;07/02/2015;0
318;i just lost a memb of my famy ;30/03/2015;0
319;i'm sick of bedtim battl ;01/09/2015;0
320;i'm so cold thi morn i hav chil al ov ;25/04/2015;0
321;just ;13/04/2015;0
322;no no no tonight goe on the book as the worst sytycd result show ;20/11/2015;0
323;no shop ;17/10/2015;0
324; poor lil mousey just out enjoy the sunny day i don't think i'd feel so bad if it was a big gnar rat though dbl standard yep ;14/02/2015;0
325; that's an ep sad fac ;09/10/2015;0
326;thi magazin story just brok my heart at the dentist's off today httptinyurlcomngbq2c ;30/08/2015;0
327;tig wood is up by 2at 18 via httpnascarcomracebuddy ;26/08/2015;1
328;wann go meet wifey but can't thi sux ' ;24/11/2015;0
329;wond why i feel lik i doi'll feel bet thoughit al good i'll be happy inspit oftweet ya lat ;05/05/2015;0
330;yip yay let gath in the hayh lov found it's way boyit's gonn stay ad 2 the master's holy way al his willway ;14/05/2015;1
331;#iranelection  no on real how deep thi goe ;07/08/2015;0
332;body from air frant crash hav been found httptwurlnldvu8be via @paisano  ;23/09/2015;0
333;that is the story of my lif a whol bunch of frowny ;05/05/2015;0
334;i hav noooooooooo friend on twit it mak me sad wil someon follow me ;11/01/2015;0
335;i just want to hear from you i guess that's ask too much ;03/06/2015;0
336;hardest work chic i know mii boss lady @moneyaceweather look up to her sery lol ;07/08/2015;1
337;i really2 don't lik thi condit sucksssssss ;17/11/2015;0
338;orlando lost the sery oh wel mayb phoenix or boston or cleveland the team i lik wil mak it next year ;06/06/2015;0
339;rinit suck ;02/11/2015;0
340;thank for being the besttttttttttttttttttt jdawg ;15/11/2015;1
341;i'm mad and sad right now play so terr today in both socc and basketbal ;26/09/2015;0
342;but mustach man is not that desp ;20/06/2015;0
343;my fac becaus i'm miss zoro tonight ;15/04/2015;0
344;@riceuniversiity i know huh @kouture85 im bout to cry@ahmier thank marco muah ;07/04/2015;0
345;angry ;24/08/2015;0
346;pra god for thi beauty day ;01/04/2015;1
347;sry mat 2 hear that  ;07/11/2015;0
348;what the fucccckkkkkkkkkk ;12/06/2015;0
349;bye world ;28/05/2015;0
350;i couldnt ev hav on fairyt night ;06/10/2015;0
351;i'll be work when pottercastlupinswillow com near me fail ;13/07/2015;0
352;my cel phon screen is dead sooooooooooo no text and i don't know who's cal fuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuck ;29/09/2015;0
353;no mor sick strike i say strike ohhhh wel 'nother day off school i guess ;20/04/2015;0
354;nobody lik year on in the review i've read i'm disappoint but mayb now i'll lik it mor sint i'm not expect much ;27/10/2015;0
355;must i say mor ;18/06/2015;0
356;old me's dead and gon ;16/01/2015;0
357; hav to go now  13 mor minut  pleas pleas pleas ;05/05/2015;0
358;@lakers i lov you guyssss thos ring mmmyeahh bling bling ;31/07/2015;1
359;@perfektnchance chant is boo #29 ;17/06/2015;1
360;@standingstones thank you very much for the dvd suggest very nic of you look good ;13/11/2015;1
361;awwwww i real hat thi ;30/06/2015;0
362;bad day ;15/02/2015;0
363;bad daydamn you @311 what kind of ticket sal was that ;14/08/2015;0
364;boston glob could be shut down in 60 day httpsbnewsrvwc ;06/02/2015;0
365;bye guy i'ma miss ya'll sooo sooo much but don't worry i'll be back on monday hav an awesom weekend peac ;20/07/2015;0
366;can i hav som follow '   i'm so sad now that i'm los hop press ;16/06/2015;0
367;couldn't bless'd da mic w my bra's in mus 2day @ericeonthebeat @moneybagzfam1st @circustk ;27/10/2015;0
368;cry cry cry ;17/09/2015;0
369;fkn day ;05/02/2015;0
370;goodnight ;18/10/2015;0
371;grandm is very sick not doing wel going to the emerg room ;17/02/2015;0
372;had a wond day gd is grrrrrrrrreat ;06/04/2015;1
373;i am going to shed tear if the cav hav to go hom tonight lik sery ;06/01/2015;0
374;i am soooo sad thi point of night i'd be cuddl with jonath lik i did for 4 year ;18/08/2015;0
375;i hat you forev ;27/06/2015;0
376;i hav pass 70542 exam today ;12/05/2015;1
377;i miss it ;10/01/2015;0
378;i stil feel lik a doucheb ;03/08/2015;0
379;i want to writ a song i think i wil ;28/04/2015;1
380; @serialseb alway thought tim estim should us 'value of pi rule' x 314 on exceiv being 'pi squ rule' ;22/03/2015;1
381;@sirkenrobinson cre via twit httpbitlyhvths ;23/05/2015;1
382; @slashhudson you teas i wann hear the track ;10/10/2015;1
383;@sommacolada nev answ my im's ;07/01/2015;0
384;@soultravelers3 httpbitlyh9nqe 15 traveltip 4 stud saf in roughplac ;12/01/2015;1
385;@squarespace it's now fath day and you haven't pick meyet i kind of want to incess both you#squarespace ;15/08/2015;0
386;@srenaenae what is 'fml' ;13/10/2015;1
388;@thatsrightnate  just in cas you nee som help w that httpbitly12np1h ;12/09/2015;1
389;@thediamondcoach im sur he'd lov that lol ;03/01/2015;1
390;@theenglishmuse on 's twit profil lol heart the first pic httptinyurlcomcbl6tm ;04/10/2015;1
391;@theiancrawford is no long in the cab to say i'm heartbrok is an underst good luck with everyth you're amaz ian ;09/09/2015;0
392;@vasongstress brok my twit ;06/09/2015;0
393;@warbo is off club must com ov to sheffield sometim party but real prob shouldn't atm a tech conf is a conf etc ;16/04/2015;0
394;@weselec my avat can't fig out what you peopl ar eith httptrimjj70 ;14/05/2015;1
395;@xxkirahxx is fulfil my life's ambit 2 go 2 a jona broth concert  i went 2 hmv and the new alb is already sold out why me ;17/02/2015;0
396;@yhf what hap to movy anyway it's lik hollywood forgot in rough tim the publ want to see httptrimmz8l ;18/09/2015;1
397;@zochula just yel at me for pick appl stor ov food ;08/11/2015;0
398;@zoeboe credit is due to  httpblipfm7d4pk ;11/03/2015;1
399;how not to exit a cessn 206 #skydiving httpbitly16zzj7 ;11/06/2015;1
400;1 of me cat kit died on 3 day old toorip ming ;21/06/2015;0
401;1 week bef the palm pre com out and my centro die i hav a temp phon but my contact aren't transf yet #sadpanda #fb ;27/05/2015;0
402; 20 chick mcnuggets 2 doubl cheeseburg larg fri and a lemonad for din why you may ask becaus i hat my body ;27/10/2015;1
403;3 hrs on da phonelol dud is hil ;07/09/2015;0
404; 400th tweet  breakfast everyth bagel toast wcream chees with an ic cap del ;12/06/2015;1
405;5 gb of video to upload to utub o dam sony vega mak it so big ;25/09/2015;0
406;50 of the new footwear label norm is definit that ar nev refer to in the docu who wrot thi up ;12/11/2015;0
407;a big angry spid was crawl in my blankey i flick it to the flo and cant sleep now ;16/01/2015;0
408;a bless sunday everyon ;21/04/2015;1
409; a coupl year of sick al pil up to thi on day ;05/08/2015;0
410;a dog rid the bicyc httpbitlygvmzd ;31/03/2015;1
411;a fly just land in my green chil stew i've nev been big on kil bug but thi asshol ask for it ther goe my appetit ;30/06/2015;0
412;a problem shar is a buck pass ;27/08/2015;1
413;a just got the sam handshak in her meet vib her suck ;10/06/2015;0
415;jonahwh a tweet sharon ;25/08/2015;0
